KEY	DATA	ACONTECIMENTO	ÂMBITO	VALIDADO	FONTES	LEGENDAS	NOTAS	TIPO	LINK
1973081100	1973-08-11	Criação da Universidade Nova de Lisboa, onde figura o ISCTE, bem como das Universidades do Minho, Aveiro e do Instituto Universitário de Évora	Iscte	sim	Decreto-lei nº 402/73, de 11 de Agosto in Diário do Governo n.º188, I Série, 11/08/1973, pp. 1401-1406 - https://files.dre.pt/1s/1973/08/18800/14011406.pdf	Decreto-lei nº 402/73, de 11 de Agosto 		documento	https://files.dre.pt/1s/1973/08/18800/14011406.pdf
1973091100	1973-09-11	Chile: derrube do governo de Salvador Allende por um golpe militar liderado por Pinochet	Internacional	sim		Salvador Allende y el golpe de Estado de 1973		video	https://www.youtube.com/watch?v=ZHST-z3_COM
1973092400	1973-09-24	Guiné-Bissau: declaração unilateral da independência pelo PAIGC 	Internacional	sim		Proclamação da Independência da Guiné-Bissau 1973		video	https://www.youtube.com/watch?v=QMkEYzvWe4M
1974010100	1974-01-01	Henrique Martins de Carvalho é nomeado diretor do Iscte	Iscte	sim	Despacho do Ministro da Educação Nacional, 22/01/1973; Unidade de Recursos Humanos, processo de funcionário				
1974042500	1974-04-25	Portugal: Revolução dos Cravos. Fim da ditadura	Nacional	sim		Noticiário da RTP anunciando a revolução do 25 de Abril		video	https://www.youtube.com/watch?v=N-PS3V5Hrek
1974042600	1974-04-26	Afirmação do movimento estudantil	Iscte	sim	Informações orais cruzadas				
1974042900	1974-04-29	Exoneração dos reitores e vice-reitores das universidades, directores das faculdades, escolas ou institutos universitários	Nacional	sim	Decreto-Lei nº 176/74, de 29 de Abril in Diário do Governo n.º100, I Série, 29/04/1979, p. 587 - acessível em https://files.dre.pt/1s/1974/04/10000/05870587.pdf	Decreto-Lei nº 176/74, publicado no Diário do Governo n.º 100/1974, Série I de 29 de Abril		documento	https://files.dre.pt/1s/1974/04/10000/05870587.pdf
1974042901	1974-04-29	Primeira reunião do Conselho Escolar após golpe militar	Iscte	sim	Arquivo do ISCTE, Actas [do Conselho Directivo, de 1974 a 1978]			documento	
1974050200	1974-05-02	Eleição de uma Comissão Directiva	Iscte	sim	Arquivo do ISCTE, Actas [do Conselho Directivo, de 1974 a 1978]				
1974050201	1974-05-02	Extinção do Conselho Escolar pela Assembleia Plenária do ISCTE	Iscte	sim	Arquivo do ISCTE, Actas [do Conselho Directivo, de 1974 a 1978]. Assembleia Geral dos Professores e Assistentes do I.S.C.T.E., 02/05/1974	Actas [do Conselho Directivo, de 1974 a 1978]. Assembleia Geral dos Professores e Assistentes do I.S.C.T.E., de 02-05-1974.			
1974051600	1974-05-16	Mário Murteira, ministro dos Assuntos Sociais do I Governo Provisório	Iscte	sim	Decreto nº 205/74 de 15 de Maio in Diário do Governo n. 113, I Série, 15/05/1974 p. 627 - acessível em https://files.dre.pt/1s/1974/05/11300/06270627.pdf	Decreto nº 205/74 de 15 de Maio		documento	https://files.dre.pt/1s/1974/05/11300/06270627.pdf
1974052800	1974-05-28	Criação de um Conselho Diretivo no ISCTE composto por docentes, estudantes e funcionários. Ratificada a Assembleia Plenária com grandes poderes	Iscte	sim	Decreto-Lei 225/74 de 28 Maio in Diário de Governo n. 124, I Série, 28/05/1974, pp. 662-663	Decreto-Lei 225/74 de 28 Maio		documento	 https://www.flickr.com/photos/iscteiul/51942926402/in/album-72177720297419006/
1974052800	1974-05-28	Criação de um Conselho Diretivo no ISCTE composto por docentes, estudantes e funcionários. Ratificada a Assembleia Plenária com grandes poderes	Iscte	sim	Decreto-Lei 225/74 de 28 Maio in Diário do Governo n. 124, I Série, 28/05/1974, pp. 662-663 - acessível em https://files.dre.pt/1s/1974/05/12400/06620663.pdf	Decreto-Lei 225/74 de 28 Maio		imagem	https://files.dre.pt/1s/1974/05/12400/06620663.pdf
1974071500	1974-07-15	Grécia: queda da ditadura dos Coronéis	Internacional	sim		24 July 2019: 45 years since the Restoration of Democracy		pagina_web	https://www.greeknewsagenda.gr/topics/politics-polity/7031-restoration-of-democracy
1974093000	1974-09-30	Número de estudantes: 879	Iscte	sim	Seviços Académicos citados por Oliveira, José Manuel Paquete de, “ISCTE: 20 anos a fazer universidade fora da academia”, Sociologia - Problemas e Práticas, Nº 13, 1993, p. 182  - acessível em https://sociologiapp.iscte-iul.pt/fichaartigo.jsp?pkid=276	Publicação on-line de José Manuel Paquete de, “ISCTE: 20 anos a fazer universidade fora da academia”, Sociologia - Problemas e Práticas, Nº 13, 1993		pagina_web	https://sociologiapp.iscte-iul.pt/fichaartigo.jsp?pkid=276
1974120400	1974-12-04	José Manuel Prostes da Fonseca, secretário de estado da Administração Escolar do III Governo Provisório	Nacional	sim	Decreto n.º 689-C/74 de 4 de Dezembro, Diário do Governo nº 282, I Série, Suplemento, pp. 1499-1500 - acessível em https://files.dre.pt/1s/1974/12/28201/00010002.pdf	Decreto n.º 689-C/74 de 4 de Dezembro		documento	https://files.dre.pt/1s/1974/12/28201/00010002.pdf
1975022400	1975-02-24	Jorge Correia Jesuíno, ministro da Comunicação Social do III Governo Provisório	Iscte	sim	Decreto nº 83-C/75 de 24 de Fevereiro in Diário do Governo n.º 46, I Série, I Suplemento 24/02/1975, p. 1 - acessível em https://files.dre.pt/1s/1975/02/04601/00010001.pdf	Decreto nº 83-C/75 de 24 de Fevereiro		documento	https://files.dre.pt/1s/1975/02/04601/00010001.pdf
1975032600	1975-03-26	Jorge Correia Jesuíno, ministro da Comunicação Social do IV Governo Provisório	Nacional	sim	"Governos Portugueses: Composição e Legislação", Lisboa, Assembleia da República, 2018, p. 23 - acessível em https://ficheiros.parlamento.pt/DILP/Publicacoes/Temas/32.GovernosPortugueses/32.pdf	Publicação on-line "Governos Portugueses: Composição e Legislação", Assembleia da República, 2018	Livro: "GOVERNOS PORTUGUESES"	documento	https://ficheiros.parlamento.pt/DILP/Publicacoes/Temas/32.GovernosPortugueses/32.pdf
1975032601	1975-03-26	Mário Murteira, ministro do Planeamento e Coordenação Económica do IV Governo Provisório	Nacional	sim	Decreto n.º 158-E/75 de 26 de Março in Diário do Governo nº 72, I Série, 26/03/1975, p. 466-(8) - https://files.dre.pt/1s/1975/03/07203/00080008.pdf	Decreto n.º 158-E/75, de 26 de março, p. 466-(8)		documento	https://files.dre.pt/1s/1975/03/07203/00080008.pdf
1975043000	1975-04-30	Rendição de Saigão. Fim da Guerra do Vietname	Internacional	sim		A queda de Saigon		video	https://www.youtube.com/watch?v=og6bi3cgf5g
1975062500	1975-06-25	Independência de Moçambique	Internacional	sim		Independência de Moçambique em 25 de Junho de 1975 por Samora Machel		video	https://www.youtube.com/watch?v=IEDKT26ADCo
1975063000	1975-06-30	Criação da Associação de Estudantes do ISCTE (AEISCTE) neste semestre	Iscte	sim	Informações orais cruzadas				
1975070500	1975-07-05	Independência de Cabo Verde	Internacional	sim		Independência de Cabo Verde Julho 5, 1975		video	https://www.youtube.com/watch?v=pCuLF458_gs
1975071200	1975-07-12	Independência de São Tomé e Príncipe	Internacional	sim		São Tomé e Príncipe –12 Julho 1974 - Rosa Coutinho e Nuno Xavier – E a memória de Salgueiro Maia		video	https://www.youtube.com/watch?v=CsR3ddfcT18
1975080100	1975-08-01	 Acordos de Helsínquia	Internacional	sim		Helsinki Accords		pagina_web	https://en.wikipedia.org/wiki/Helsinki_Accords
1975080800	1975-08-08	Jorge Correia Jesuíno, ministro da Comunicação Social do V Governo Provisório	Nacional	sim	"Governos Portugueses: Composição e Legislação", Lisboa, Assembleia da República, 2018, p. 27 - acessível em https://ficheiros.parlamento.pt/DILP/Publicacoes/Temas/32.GovernosPortugueses/32.pdf	Publicação on-line "Governos Portugueses: Composição e Legislação", Assembleia da República, 2018	Livro: "GOVERNOS PORTUGUESES"	documento	https://ficheiros.parlamento.pt/DILP/Publicacoes/Temas/32.GovernosPortugueses/32.pdf
1975080801	1975-08-08	Mário Murteira, ministro do Planeamento e Coordenação Económica do V Governo Provisório	Nacional	sim	"Governos Portugueses: Composição e Legislação", Lisboa, Assembleia da República, 2018, p. 25 - acessível em https://ficheiros.parlamento.pt/DILP/Publicacoes/Temas/32.GovernosPortugueses/32.pdf	Publicação on-line "Governos Portugueses: Composição e Legislação", Assembleia da República, 2018		documento	https://ficheiros.parlamento.pt/DILP/Publicacoes/Temas/32.GovernosPortugueses/32.pdf
1975111100	1975-11-11	Independência de Angola	Internacional	sim		UNITA, MPLA, FNLA - A verdadeira história da independência de Angola e a integração de Cabinda...		video	https://www.youtube.com/watch?v=s_VFp3pHGbI
1975112000	1975-11-20	Espanha: fim do regime franquista	Internacional	sim		España durante los últimos años del franquismo | España después de la Guerra		video	https://www.youtube.com/watch?v=vCidccM_HTw
1975123100	1975-12-31	Criação do Centro de Estudos de História Contemporânea Portuguesa (CEHCP) neste ano	Iscte	sim	Arquivo do ISCTE, Brochura de apresentação do Centro de Estudos de História Contemporânea Portuguesa [1999]; Pinheiro, Magda e Ricardo Cordeiro, "Contributos dos investigadores do CEHC-IUL para o património científico do ISCTE-IUL (1975-2013)", Lisboa, ISCTE, 2015 - acessível em  https://repositorio.iscte-iul.pt/bitstream/10071/8940/3/Contributos%20dos%20Investigadores%20do%20CEHC-IUL%20para%20o%20Patrim%c3%b3nio%20Cient%c3%adfico%20do%20ISCTE-IUL_final.pdf	Balanço das atividades do CEHCP		documento	https://repositorio.iscte-iul.pt/bitstream/10071/8940/3/Contributos%20dos%20Investigadores%20do%20CEHC-IUL%20para%20o%20Patrim%c3%b3nio%20Cient%c3%adfico%20do%20ISCTE-IUL_final.pdf
1975123101	1975-12-31	Ano letivo funciona também em espaço alugado da Feira Popular de Lisboa	Iscte	sim	Arquivo do ISCTE, documentação de 27//1/1974 a julho de 1976; Santos, Carlos Oliveira, “Até onde nos leva o saber. Uma história dos 40 anos do ISCTE Instituto Universitário de Lisboa”, ISCTE-Instituto Universitário de Lisboa, 2012, p. 78. - acessível em https://catalogo.biblioteca.iscte-iul.pt/cgi-bin/koha/opac-detail.pl?biblionumber=82908	Publicação on-line de José Manuel Paquete de, “ISCTE: 20 anos a fazer universidade fora da academia”, Sociologia - Problemas e Práticas, Nº 13, 1993		pagina_web	https://catalogo.biblioteca.iscte-iul.pt/cgi-bin/koha/opac-detail.pl?biblionumber=82908
1976070900	1976-07-09	Criação do Instituto Nacional de Investigação Científica (INIC)	Nacional	sim	Decreto nº 538/76 de 9 Julho in Diário da República, nº 159, I Série, 09/07/1976, pp. 1508-1512 - acessível em https://files.dre.pt/1s/1976/07/15900/15081512.pdf	Decreto nº 538/76 de 9 Julho, Diário da República nº 159, Iª Série, pp. 1508-1512		pagina_web	https://files.dre.pt/1s/1976/07/15900/15081512.pdf
1976093000	1976-09-30	Número de estudantes: 1930	Iscte	sim	Seviços Académicos citados por Oliveira, José Manuel Paquete de, “ISCTE: 20 anos a fazer universidade fora da academia”, Sociologia - Problemas e Práticas, Nº 13, 1993, p. 182 - acessível em  https://sociologiapp.iscte-iul.pt/fichaartigo.jsp?pkid=276	Publicação on-line de José Manuel Paquete de, “ISCTE: 20 anos a fazer universidade fora da academia”, Sociologia - Problemas e Práticas, Nº 13, 1993		pagina_web	https://sociologiapp.iscte-iul.pt/fichaartigo.jsp?pkid=276
1976123100	1976-12-31	Início da construção do edifício I, atual edifício Sedas Nunes, neste ano	Iscte	sim	Ferreira, Raúl Hestnes, "Arquitetura e Universidade- ISCTE", Lisboa, Librus Publicações Técnicas, 2006,  p. 189. - acessível em https://catalogo.biblioteca.iscte-iul.pt/cgi-bin/koha/opac-detail.pl?biblionumber=44777	Publicação on-line (Repositório ISCTE).  Ferreira, Raúl Hestnes, "Arquitetura e Universidade- ISCTE", 2006		pagina_web	https://catalogo.biblioteca.iscte-iul.pt/cgi-bin/koha/opac-detail.pl?biblionumber=44777
1977050300	1977-05-03	José Joaquim Laginha é presidente do Conselho Diretivo (eleito)	Iscte	sim	Termo de Posse a 03-05-1977.				
1977050500	1977-05-05	Francisco Pina Prata é presidente do Conselho Científico (eleito)	Iscte	sim	Termo de Posse a 05-05-1977.	Acta da Reunião do Conselho Científico  de 20-04-1977. Termo de Posse a 05-05-1977.			
1977050501	1977-05-05	Mário Murteira é presidente do Conselho Pedagógico (eleito)	Iscte	sim	Termo de Posse a 05-05-1977.				
1977111000	1977-11-10	Desanexação da Universidade Nova de Lisboa, ficando na dependência direta da Direção Geral do Ensino Superior	Iscte	sim	Decreto-Lei nº 463-A/77 de 10 de Novembro in Diário de Governo n. 260, I Série, 10/11/1977, pp. 2678-(1)-2678-(3) - acessível em https://files.dre.pt/1s/1977/11/26001/00010003.pdf	Decreto-Lei nº 463-A/77 de 10 de Novembro		documento	https://files.dre.pt/1s/1977/11/26001/00010003.pdf
1977123100	1977-12-31	Início da extinção da licenciatura em Economia neste ano	Iscte	sim	Informações orais cruzadas				
1978040500	1978-04-05	Oficialização da Licenciatura em Sociologia e abertura da possibilidade de doutoramentos em Sociologia 	Iscte	sim	Decreto Regulamentar n.º 10/78 in Diário da República n.º 79/1978, I Série, 05/04/1978, p. 628 - acessível em https://files.dre.pt/1s/1978/04/07900/06270628.pdf	Decreto Regulamentar n.º 10/78 -Diário da República n.º 79/1978, Série I de 5 de Abril		documento	https://files.dre.pt/1s/1978/04/07900/06270628.pdf
1978050500	1978-05-05	Adérito Sedas Nunes é presidente do Conselho Científico (eleito)	Iscte	sim	Termo de Posse a 05-05-1978.				
1978070500	1978-07-05	José Joaquim Laginha é presidente do Conselho Diretivo (reeleito)	Iscte	sim	Termo de Posse a 05-07-1978.				
1978093000	1978-09-30	Número de estudantes: 1871	Iscte	sim	Seviços Académicos citados por Oliveira, José Manuel Paquete de, “ISCTE: 20 anos a fazer universidade fora da academia”, Sociologia - Problemas e Práticas, Nº 13, 1993, p. 182 - acessível em https://sociologiapp.iscte-iul.pt/fichaartigo.jsp?pkid=276	Publicação on-line de José Manuel Paquete de, “ISCTE: 20 anos a fazer universidade fora da academia”, Sociologia - Problemas e Práticas, Nº 13, 1993		pagina_web	https://sociologiapp.iscte-iul.pt/fichaartigo.jsp?pkid=276
1978101400	1978-10-14	Institucionalização do Numerus Clausus	Nacional	sim	Portaria nº 615/78 de 14 de Outubro, n.º 237, I Série, 14/10/1978, pp. 2156-2165 - https://files.dre.pt/1s/1978/10/23700/21562165.pdf	Portaria nº 615/78 de 14 de Outubro 		documento	https://files.dre.pt/1s/1978/10/23700/21562165.pdf
1978123100	1978-12-31	Inauguração do Edifício1 (11.349 m2), atual edifício Sedas Nunes, neste ano	Iscte	sim	Ferreira, Raúl Hestnes, "Arquitetura e Universidade- ISCTE", Lisboa, Librus Publicações Técnicas, 2006,  p. 189. - acessível em https://catalogo.biblioteca.iscte-iul.pt/cgi-bin/koha/opac-detail.pl?biblionumber=44777	Publicação on-line (Repositório ISCTE).  Ferreira, Raúl Hestnes, "Arquitetura e Universidade- ISCTE", 2006		pagina_web	https://catalogo.biblioteca.iscte-iul.pt/cgi-bin/koha/opac-detail.pl?biblionumber=44777
1979042600	1979-04-26	José Joaquim Laginha é presidente do Conselho Pedagógico (eleito)	Iscte	sim	Termo de Posse a 26-04-1979.				
1979042601	1979-04-26	Francisco Pina Prata é Presidente do Conselho Diretivo (eleito)	Iscte	sim	Termo de Posse a 26-04-1979.				
1979050200	1979-05-02	Criação do Conselho de Reitores das Universidades Portuguesas (CRUP)	Nacional	sim	Decreto-Lei nº 107/79 de 2 Maio in Diario de Governo n. 100, I Série, 02/05/1979, pp. 782-783 - acessível em https://files.dre.pt/1s/1979/05/10000/07820783.pdf	Decreto-Lei nº 107/79 de 2 Maio		documento	https://files.dre.pt/1s/1979/05/10000/07820783.pdf
1979050200	1979-05-02	Criação do Conselho de Reitores das Universidades Portuguesas (CRUP)	Nacional	sim	 https://www.crup.pt/	Site do CRUP		pagina_web	https://www.crup.pt/
1979070300	1979-07-03	Mário Murteira é presidente do Conselho Pedagógico (reeleito)	Iscte	sim	Termo de Posse a 03-07-1979.				
1979080100	1979-08-01	Adérito Sedas Nunes, Ministro da Cultura e da Ciência do V Governo Constitucional	Nacional	sim	Decreto nº 77/79 de 1 de Agosto in Diário da República nº 166, I Série, 2º. Suplemento p. 1  - acessível em https://files.dre.pt/1s/1979/08/17602/00370037.pdf	Decreto nº 77/79 de 1 de Agosto publicado em Diário da República nº 166, I Série, 2º. Suplemento p. 1 		documento	https://files.dre.pt/1s/1979/08/17602/00370037.pdf
1979111300	1979-11-13	Aprovação do Estatuto da Carreira Docente Universitária	Nacional	sim	Decreto-Lei n.º 448/79 de 13 de Novembro in Diário de Governo n. 262, I Série, 13/11/1979, pp. 2899-1917 - acessível em https://files.dre.pt/1s/1979/11/26200/28992917.pdf	Decreto-Lei n.º 448/79. DR n.º 262/1979, Série I de 13 de Novembro		pagina_web	https://files.dre.pt/1s/1979/11/26200/28992917.pdf
1980010100	1980-01-01	Terramoto em Angra do Heroísmo	Nacional	sim		Sismo na Ilha Terceira		video	https://www.youtube.com/watch?v=ff8Pw0uZgRA
1980030700	1980-03-07	Emissão regular de televisão a cores	Nacional	sim		Emissões a cores da RTP começaram há 42 anos		pagina_web	https://www.rtp.pt/noticias/cultura/emissoes-a-cores-da-rtp-comecaram-ha-32-anos_v533462
1980030700	1980-03-07	Emissão regular de televisão a cores	Nacional	sim		RTP1 • Início das emissões regulares a cores		video	https://www.youtube.com/watch?v=0XHMYczQm58
1980031900	1980-03-19	Adérito Sedas Nunes permanece como presidente do Conselho Científico	Iscte	sim	Termo de Posse a 19-03-1980				
1980031901	1980-03-19	Eduardo Gomes Cardoso é presidente do Conselho Diretivo (eleito)	Iscte	sim	Termo de Posse a 19-03-1980.				
1980031902	1980-03-19	Francisco Pina Prata é presidente do Conselho Pedagógico (eleito)	Iscte	sim	Termo de Posse a 19-03-1980. 				
1980093000	1980-09-30	Número de estudantes: 2058	Iscte	sim	Seviços Académicos citados por Oliveira, José Manuel Paquete de, “ISCTE: 20 anos a fazer universidade fora da academia”, Sociologia - Problemas e Práticas, Nº 13, 1993, p. 182  - acessível em  https://catalogo.biblioteca.iscte-iul.pt/cgi-bin/koha/opac-detail.pl?biblionumber=44777	Publicação on-line de José Manuel Paquete de, “ISCTE: 20 anos a fazer universidade fora da academia”, Sociologia - Problemas e Práticas, Nº 13, 1993		pagina_web	https://sociologiapp.iscte-iul.pt/fichaartigo.jsp?pkid=276ac
1980120400	1980-12-04	Morte de Francisco Sá Carneiro (1934-1980)	Nacional	sim		Acidente de Camarate, morte de Francisco Sá Carneiro (1980)	Acidente de Camarate - Morte trágica de Francisco Sá Carneiro	video	https://www.youtube.com/watch?v=a5ASLrQDIkc
1981010100	1981-01-01	Entrada da Grécia na União Europeia	Internacional	sim		Grécia na União Europeia		pagina_web	https://european-union.europa.eu/principles-countries-history/country-profiles/greece_pt
1981040700	1981-04-07	Projeto ISCTE: Gestão, Sociologia,Tecnologia	Iscte	não	Prof. Jorge Freitas Branco		Informação oral JFB, desconheço origem da informação		
1981042900	1981-04-29	Memorial "O ISCTE e a Universidade" (apresentado à Direcção Geral do Ensino Superior)	Iscte	não	Prof. Jorge Freitas Branco		Porque terá JFB indicado 20/12/1983? Índice do 1.º número da Ler História		
1981052200	1981-05-22	José Joaquim Laginha é Presidente do Conselho Científico (eleito)	Iscte	sim	Termo de Posse a 22-05-1981.				
1981073100	1981-07-31	Eduardo Gomes Cardoso é Presidente do Conselho Diretivo (reeleito)	Iscte	sim	Termo de Posse a 31-07-1981.				
1981073101	1981-07-31	Mário Pinto é Presidente do Conselho Pedagógico (eleito)	Iscte	sim	Termo de Posse a 31-07-1981.				
1981123100	1981-12-31	Criação do Centro de Estudos Africanos (CEA) neste ano	Iscte	sim	https://www.iscte-iul.pt/conteudos/iscte/quem-somos/12/historia-iscte	Centro de Estudos Africanos		pagina_web	https://www.iscte-iul.pt/conteudos/iscte/quem-somos/12/historia-iscte
1981123101	1981-12-31	Negociações com a Universidade de Lisboa com vista à integração do ISCTE, ao longo do ano	Iscte	sim	Arquivo do ISCTE, Colectânea de documentos "Projecto ISCTE", 1980/maio 1981; Memorial "O ISCTE e a Universidade", abril/1981.		Porquê 22/10 anteriormente? Haverá algum mail par JFB?		
1982052000	1982-05-20	Aprovação das especialidades em que a Universidade Técnica, através do ISCTE, confere o grau de doutor em Sociologia	Iscte	sim	Despacho n.º 72/ES/82 in Diário da República n.º 114/1982, Série II, 20/05/1982, pp-3998-3999 - acessível em https://files.dre.pt/gratuitos/2s/1982/05/2S114A0000S00.pdf	Despacho n.º 72/ES/82		documento	https://files.dre.pt/gratuitos/2s/1982/05/2S114A0000S00.pdf
1982070100	1982-07-01	Mário Pinto é Presidente do Conselho Pedagógico (reeleito)	Iscte	sim	Termo de Posse a 01-07-1982.				
1982070101	1982-07-01	Eduardo Gomes Cardoso é Presidente do Conselho Diretivo (reeleito)	Iscte	sim	Termo de Posse a 01-07-1982.				
1982102900	1982-10-29	Criação da Licenciatura em Antropologia Social	Iscte	sim	Decreto n.º 121/82 de 29 de Outubro in Diário da República n.º 251/1982, II Série, 29/10/1982, pp. 3591-3592 - acessível em https://files.dre.pt/1s/1982/10/25100/35913592.pdf	Decreto n.º 121/82 		documento	https://files.dre.pt/1s/1982/10/25100/35913592.pdf
1983010100	1983-01-01	International Association for the Exchange of Students for Technical Experience (AIESTE)	Iscte	sim	http://aaa.iscte.pt/	Antigo site da Associação dos Antigos Alunos		imagem	https://www.flickr.com/photos/iscteiul/52013754065/in/album-72177720298200772/
1983011800	1983-01-18	José Madureira Pinto, primeiro doutorado no ISCTE (Sociologia)	Iscte	sim	Livro de Actas de Doutoramentos	Livro de Actas		imagem	https://www.flickr.com/photos/iscteiul/51971325199/in/album-72177720297729830/
1983042900	1983-04-29	Criação dos doutoramentos em Organização e Gestão de Empresas, Sociologia e Antropologia Social através do ISCTE conferido pela Universidade Técnica de Lisboa	Iscte	sim	Decreto-Lei n.º 167/83 de 29 de abril in Diário da República, n.º 98/1983, I Série, 29/04/1983, pp. 1526-1527 - acessível em https://files.dre.pt/1s/1983/04/09800/15261527.pdf	Decreto-Lei n.º 167/83 de 29 de abril		documento	https://files.dre.pt/1s/1983/04/09800/15261527.pdf
1983042901	1983-04-29	Aberta a possibilidade de mestrados do ISCTE conferidos pela Universidade Técnica	Iscte	sim	Decreto-Lei n.º 167/83 de 29 de abril in Diário da República, n.º 98/1983, I Série, 29/04/1983, pp. 1526-1528 - acessível em https://files.dre.pt/1s/1983/04/09800/15261527.pdf	Decreto-Lei n.º 167/83 de 29 de abril		documento	https://files.dre.pt/1s/1983/04/09800/15261527.pdf
1983063000	1983-06-30	Carlos Caiano Pereira é Presidente do Conselho Directivo (eleito)	Iscte	sim	Termo de Posse a 30-06-1983.				
1983063001	1983-06-30	Mário Murteira é Presidente do Conselho Científico (eleito)	Iscte	sim	Termo de Posse a 30-06-1983.				
1983063002	1983-06-30	Mário Pinto é Presidente do Conselho Pedagógico (reeleito) 	Iscte	sim	Termo de Posse a 30-06-1983.				
1983123100	1983-12-31	Criação da revista Ler História neste ano	Iscte	sim	https://journals.openedition.org/lerhistoria/	Revista Ler História 	Porque terá JFB indicadao 20/12/1983? Índice do 1.º número da Ler História	imagem	https://www.flickr.com/photos/iscteiul/51970032427/in/album-72177720297729830/
